tweet_id_customer,author_id_customer,inbound_customer,created_at_customer,text_customer,response_tweet_id_customer,in_response_to_tweet_id_customer,tweet_id_brand,author_id_brand,inbound_brand,created_at_brand,text_brand,response_tweet_id_brand,in_response_to_tweet_id_brand,customer_text_clean,brand_text_clean,cluster
515931,238881,True,Sat Dec 02 03:26:41 +0000 2017,@AppleSupport It won’t even boot to safe mode. It gets caught in an infinite boot loop. I can boot from my old HDD via USB and have no problems. Old HDD is running 10.9.5. Can’t use Time Machine because it says the boot record is corrupt on it as well.,515932,515930,515932,AppleSupport,False,Sat Dec 02 04:41:54 +0000 2017,"@238881 Alright, could you tell us which country you are in via DM so we can look into all your options? https://t.co/GDrqU2kzhr",,515931,It won’t even boot to safe mode. It gets caught in an infinite boot loop. I can boot from my old HDD via USB and have no problems. Old HDD is running 10.9.5. Can’t use Time Machine because it says the boot record is corrupt on it as well.,"Alright, could you tell us which country you are in via DM so we can look into all your options?",5
431295,217543,True,Tue Oct 10 15:19:55 +0000 2017,@AppleSupport Did you not read the Tweet? Even using Bluetooth is an issue. Things don’t stay connected and when they do it’s intermittent.,431298,431294,431298,AppleSupport,False,Tue Oct 10 16:35:00 +0000 2017,"@217543 Let's take a closer look, could you Direct Message us and let us know what country you're located in? https://t.co/GDrqU22YpT",,431295,Did you not read the Tweet? Even using Bluetooth is an issue. Things don’t stay connected and when they do it’s intermittent.,"Let's take a closer look, could you Direct Message us and let us know what country you're located in?",4
1181535,397865,True,Tue Oct 24 23:17:46 +0000 2017,"@AppleSupport It fixes itself after rebooting, I am running 11.0.2",1181537,1181534,1181537,AppleSupport,False,Tue Oct 24 23:41:58 +0000 2017,"@397865 Thank you. We'd like to make sure you have a current backup; then, please update to iOS 11.0.3. Does the issue still occur?",,1181535,"It fixes itself after rebooting, I am running 11.0.2","Thank you. We'd like to make sure you have a current backup; then, please update to iOS 11.0.3. Does the issue still occur?",7
938090,342362,True,Sat Oct 21 18:42:02 +0000 2017,@AppleSupport So there's no way to turn off iOS auto download ? @AppleSupport,938092,938089,938092,AppleSupport,False,Sat Oct 21 20:46:00 +0000 2017,"@342362 That option isn't available, however if you want to submit feedback/suggestions, you can do so here: https://t.co/eTPVYVFyd8",,938090,So there's no way to turn off iOS auto download ?,"That option isn't available, however if you want to submit feedback/suggestions, you can do so here:",2
2833099,788713,True,Mon Nov 27 15:50:56 +0000 2017,"@AppleSupport The one before the newest update, i haven’t updated my phone yet because it seems to only adhere to problems dealing with the iPhone X",2833100,2833098,2833100,AppleSupport,False,Mon Nov 27 16:09:00 +0000 2017,"@788713 We do want to make sure that your device is fully updated before proceeding. So let's have you update, then see if this is resolved or not. Check out this handy guide if needed: https://t.co/80YRnjDFDk 

If that doesn't resolve it, let us know via DM. https://t.co/GDrqU22YpT",,2833099,"The one before the newest update, i haven’t updated my phone yet because it seems to only adhere to problems dealing with the iPhone X","We do want to make sure that your device is fully updated before proceeding. So let's have you update, then see if this is resolved or not. Check out this handy guide if needed: If that doesn't resolve it, let us know via DM.",2
1592033,438077,True,Sun Nov 05 00:49:55 +0000 2017,@AppleSupport No I haven’t changed the storage plan recently. I’m still using the 5GB. I just updated my phone to iOS 11.1 30mins ago. I have a iPhone 6s,1592035,1592032,1592035,AppleSupport,False,Sun Nov 05 03:36:27 +0000 2017,@438077 Let's take a look. Follow us to DM. https://t.co/GDrqU22YpT,,1592033,No I haven’t changed the storage plan recently. I’m still using the 5GB. I just updated my phone to iOS 11.1 30mins ago. I have a iPhone 6s,Let's take a look. Follow us to DM.,2
2343654,677813,True,Mon Nov 13 23:07:15 +0000 2017,@AppleSupport The results weren’t good because I lost all my data and i had to restore my backup that was made 10 days ago. I lost an important data,2343655,2343653,2343655,AppleSupport,False,Mon Nov 13 23:40:00 +0000 2017,@677813 We'd like to continue working on this with you. Please send us a DM and we'd be happy to continue from there. https://t.co/GDrqU22YpT,,2343654,The results weren’t good because I lost all my data and i had to restore my backup that was made 10 days ago. I lost an important data,We'd like to continue working on this with you. Please send us a DM and we'd be happy to continue from there.,5
867498,325989,True,Fri Oct 20 20:58:22 +0000 2017,@AppleSupport Can you give me that email address? I don't see it on the FAQ page.,867500,867497,867500,AppleSupport,False,Fri Oct 20 22:29:28 +0000 2017,"@325989 Absolutely, you can reach them by email at __email__",,867498,Can you give me that email address? I don't see it on the FAQ page.,"Absolutely, you can reach them by email at __email__",5
1698424,515127,True,Mon Nov 06 21:41:39 +0000 2017,@AppleSupport I️ can’t type the letter I️ without it changing it to this,1698423,1698425,1698423,AppleSupport,False,Mon Nov 06 23:00:00 +0000 2017,@515127 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1698422,1698424,I️ can’t type the letter I️ without it changing it to this,Here’s what you can do to work around the issue until it’s fixed in a future software update:,10
1156090,391958,True,Tue Oct 24 17:48:28 +0000 2017,"@AppleSupport My apple music isn’t working properly, it keeps skipping itself back to the very first song on my playlist... wont let me listen to any song",1156092,1156089,1156092,AppleSupport,False,Tue Oct 24 18:08:01 +0000 2017,@391958 We've got your DM and will continue with you there.,,1156090,"My apple music isn’t working properly, it keeps skipping itself back to the very first song on my playlist... wont let me listen to any song",We've got your DM and will continue with you there.,6
1976856,165533,True,Wed Oct 18 18:18:43 +0000 2017,"@AppleSupport wall outlet last night, USB chord via computer now. I already tried a soft reset.",1976858,1976855,1976858,AppleSupport,False,Wed Oct 18 18:33:48 +0000 2017,@165533 Got it. Would you mind joining us in DM please? We'd like to start troubleshooting with you. https://t.co/GDrqU22YpT,,1976856,"wall outlet last night, USB chord via computer now. I already tried a soft reset.",Got it. Would you mind joining us in DM please? We'd like to start troubleshooting with you.,11
2307955,669478,True,Mon Nov 13 20:55:46 +0000 2017,@AppleSupport Meh doesn't work :(. Oh lawd why you hate me:(.,2307957,2307954,2307957,AppleSupport,False,Mon Nov 13 21:23:00 +0000 2017,@669478 Did you receive any error messages while trying to update? Let us know by joining us in DM using this link: https://t.co/GDrqU22YpT,,2307955,Meh doesn't work :(. Oh lawd why you hate me:(.,Did you receive any error messages while trying to update? Let us know by joining us in DM using this link:,5
2356583,680790,True,Wed Nov 15 08:52:47 +0000 2017,"@AppleSupport I did that. It kept restarting itself. So I pressed ctrl, Cmd &amp; R and pressed reinstall os. And the whole process has started again. Was this correct?",2356584,2356582,2356584,AppleSupport,False,Wed Nov 15 14:44:40 +0000 2017,"@680790 Did the OS successfully install? If not, send us a DM and we'll look at our options. https://t.co/GDrqU22YpT",,2356583,"I did that. It kept restarting itself. So I pressed ctrl, Cmd &amp; R and pressed reinstall os. And the whole process has started again. Was this correct?","Did the OS successfully install? If not, send us a DM and we'll look at our options.",11
2593220,734392,True,Fri Nov 17 03:40:49 +0000 2017,"@AppleSupport I know how to force quit. It happens regardless of the Website I'm on. Twitter, FB Google etc. I've tried it and it only lasts a few minutes then the dreaded beach ball comes back. It's doing it know while I'm trying to type.",2593222,2593219,2593222,AppleSupport,False,Fri Nov 17 04:30:45 +0000 2017,"@734392 Thanks for letting us know. Since this started has your Mac been restarted? Also, which macOS does this occur on? Let us know in a DM, we'd like some additional details to assist. https://t.co/GDrqU22YpT",,2593220,"I know how to force quit. It happens regardless of the Website I'm on. Twitter, FB Google etc. I've tried it and it only lasts a few minutes then the dreaded beach ball comes back. It's doing it know while I'm trying to type.","Thanks for letting us know. Since this started has your Mac been restarted? Also, which macOS does this occur on? Let us know in a DM, we'd like some additional details to assist.",11
11104,118095,True,Wed Nov 01 02:22:59 +0000 2017,@AppleSupport iPhone 7 and yes the software is up to date,11105,11103,11105,AppleSupport,False,Wed Nov 01 02:34:31 +0000 2017,@118095 We'd like to investigate with you. Send us a DM and we can troubleshoot more from there. https://t.co/GDrqU22YpT,,11104,iPhone 7 and yes the software is up to date,We'd like to investigate with you. Send us a DM and we can troubleshoot more from there.,2
1651823,504414,True,Tue Oct 17 19:23:34 +0000 2017,"@AppleSupport No it didn’t. It no longer tells me what volume the speaker is on when using the buttons after this update, either.",1651825,1651822,1651825,AppleSupport,False,Tue Oct 17 19:40:29 +0000 2017,"@504414 Alright, let's continue chatting via DM to dig into this further. Tell us which country you're currently in. https://t.co/GDrqU22YpT",,1651823,"No it didn’t. It no longer tells me what volume the speaker is on when using the buttons after this update, either.","Alright, let's continue chatting via DM to dig into this further. Tell us which country you're currently in.",0
714218,290848,True,Tue Oct 10 22:40:25 +0000 2017,@AppleSupport Just typing all these already cost me 4% of the battery! Ridiculous!!,714217,714219,714217,AppleSupport,False,Tue Oct 10 23:22:27 +0000 2017,@290848 Thank you. Let’s meet in DM to look into this further. You can use the link below. https://t.co/GDrqU22YpT,,714218,Just typing all these already cost me 4% of the battery! Ridiculous!!,Thank you. Let’s meet in DM to look into this further. You can use the link below.,8
766962,303302,True,Wed Oct 11 22:20:43 +0000 2017,@AppleSupport wifi which is irrelevant because the songs are downloaded.,766960,766964,766960,AppleSupport,False,Wed Oct 11 22:33:30 +0000 2017,@303302 Is the music purchased from iTunes or from Apple Music catalog?,766961,766962,wifi which is irrelevant because the songs are downloaded.,Is the music purchased from iTunes or from Apple Music catalog?,6
243130,173736,True,Wed Oct 04 14:49:38 +0000 2017,"@AppleSupport Restarting the phone. While you are here, also when I take pics or videos in night light, there are light spots in the pic and video https://t.co/K8VooZU5iX",243132,243129,243132,AppleSupport,False,Wed Oct 04 15:47:31 +0000 2017,@173736 Go ahead and send us a DM and let us know the country you're in. We'll be glad to help. https://t.co/GDrqU22YpT,,243130,"Restarting the phone. While you are here, also when I take pics or videos in night light, there are light spots in the pic and video",Go ahead and send us a DM and let us know the country you're in. We'll be glad to help.,11
1192250,400221,True,Sun Oct 15 21:55:04 +0000 2017,@AppleSupport All the above.   I Don’t even use the cloud.,1192252,1192249,1192252,AppleSupport,False,Sun Oct 15 22:12:00 +0000 2017,@400221 Lets meet up in DM to continue with our next steps. https://t.co/GDrqU22YpT,,1192250,All the above. I Don’t even use the cloud.,Lets meet up in DM to continue with our next steps.,9
825666,316651,True,Sun Oct 08 21:51:40 +0000 2017,@AppleSupport Since I have downloaded IOS 11.0.2 I can’t transfer my phone number to an other one. Are you aware of that problem ?,825668,825665,825668,AppleSupport,False,Sun Oct 08 22:47:50 +0000 2017,"@316651 Reach out to us via DM and let us know exactly what steps you take and what you see occur, then we can help from there. https://t.co/GDrqU2kzhr",,825666,Since I have downloaded IOS 11.0.2 I can’t transfer my phone number to an other one. Are you aware of that problem ?,"Reach out to us via DM and let us know exactly what steps you take and what you see occur, then we can help from there.",1
1096894,330422,True,Mon Oct 23 22:57:29 +0000 2017,@AppleSupport Today after updating software. Happens no matter what I try to look for. Also can’t select an address in my calendar ap...,1096895,1096893,1096895,AppleSupport,False,Mon Oct 23 23:11:38 +0000 2017,@330422 OK. Please review this helpful article here: https://t.co/jiMIBQw7go DM us if you continue to have issues: https://t.co/GDrqU22YpT,1096896,1096894,Today after updating software. Happens no matter what I try to look for. Also can’t select an address in my calendar ap...,OK. Please review this helpful article here: DM us if you continue to have issues:,11
656668,276258,True,Thu Oct 05 16:27:45 +0000 2017,@AppleSupport Yes I’ve updated and restarted my phone but my apps keep crashing and whenever I rotate my screen it doesn’t change,656670,656667,656670,AppleSupport,False,Thu Oct 05 17:22:29 +0000 2017,@276258 Lets look into this a bit more in depth. Meet us in DM so we can better isolate this and assist you. https://t.co/GDrqU2kzhr,,656668,Yes I’ve updated and restarted my phone but my apps keep crashing and whenever I rotate my screen it doesn’t change,Lets look into this a bit more in depth. Meet us in DM so we can better isolate this and assist you.,3
2918866,807883,True,Wed Nov 29 01:07:46 +0000 2017,"@AppleSupport I can do that, but would I be getting that same message over 3 different devices?",2918867,2918865,2918867,AppleSupport,False,Wed Nov 29 01:31:54 +0000 2017,@807883 Let's try one device. Please reach out to us in DM and let us know if it helps. https://t.co/GDrqU22YpT,,2918866,"I can do that, but would I be getting that same message over 3 different devices?",Let's try one device. Please reach out to us in DM and let us know if it helps.,9
2280322,662899,True,Sat Nov 11 16:28:33 +0000 2017,@AppleSupport I️ have but predictive text continues to replace my I with I️,2280321,2280323,2280321,AppleSupport,False,Sat Nov 11 20:03:00 +0000 2017,"@662899 We can certainly help you. Are you experiencing this when reading and writing text, or only when reading it.",,2280322,I️ have but predictive text continues to replace my I with I️,"We can certainly help you. Are you experiencing this when reading and writing text, or only when reading it.",10
887169,330647,True,Sat Oct 21 00:50:22 +0000 2017,"@AppleSupport 11.0.3, im pretty sure the update is making my battery burn fast",887170,887168,887170,AppleSupport,False,Sat Oct 21 02:53:01 +0000 2017,"@330647 Thanks. Next, please DM us so that we can troubleshoot together. https://t.co/GDrqU22YpT",,887169,"11.0.3, im pretty sure the update is making my battery burn fast","Thanks. Next, please DM us so that we can troubleshoot together.",7
1639235,501235,True,Sun Nov 05 19:52:05 +0000 2017,@AppleSupport My phone has never been able to sync with laptop - get unknown 4000 or 54 errors,1639237,1639234,1639237,AppleSupport,False,Sun Nov 05 22:47:01 +0000 2017,@501235 We would recommend taking a look at this article on  iTunes error codes to help you out: https://t.co/AvRmCAUDu2,1639238,1639235,My phone has never been able to sync with laptop - get unknown 4000 or 54 errors,We would recommend taking a look at this article on iTunes error codes to help you out:,4
854528,322949,True,Fri Oct 20 18:10:45 +0000 2017,@AppleSupport Haven’t updated to the 11.0.3 yet. So I’m whatever was before that one. Maybe that will help.,854530,854527,854530,AppleSupport,False,Fri Oct 20 19:21:00 +0000 2017,"@322949 Next, create a current backup of your iPhone, update to iOS 11.0.3, make your changes. Send us a DM with the results. https://t.co/GDrqU22YpT",,854528,Haven’t updated to the 11.0.3 yet. So I’m whatever was before that one. Maybe that will help.,"Next, create a current backup of your iPhone, update to iOS 11.0.3, make your changes. Send us a DM with the results.",7
2445183,701053,True,Wed Nov 15 01:11:03 +0000 2017,"@AppleSupport Awww. Didn't know that ""deeply pressing"" was a thing. I was used to the X on top to clear all. I'll use the deep press for now. TY https://t.co/7XnNpYRVI8",2445185,2445182,2445185,AppleSupport,False,Wed Nov 15 01:27:50 +0000 2017,@701053 It’s our pleasure. Please feel free to reach back out to us if anything new comes up. We’re here for you.,2445186,2445183,"Awww. Didn't know that ""deeply pressing"" was a thing. I was used to the X on top to clear all. I'll use the deep press for now. TY",It’s our pleasure. Please feel free to reach back out to us if anything new comes up. We’re here for you.,5
810341,357597,True,Sat Oct 14 06:56:38 +0000 2017,@AppleSupport Subuscribed for itune free trial for 3 months but got my account debited...help...,1005274,810319,1005274,AppleSupport,False,Sat Oct 14 13:16:00 +0000 2017,@357597 Let's get you pointed in the right direction. Reach out to our iTunes Store specialists here: https://t.co/SDIe7UiyJN,,810341,Subuscribed for itune free trial for 3 months but got my account debited...help...,Let's get you pointed in the right direction. Reach out to our iTunes Store specialists here:,5
1018095,360891,True,Sun Oct 22 22:09:14 +0000 2017,"@AppleSupport And... yes. Recently. This is a software, Apple problem... not a user, device problem. I’m using the correct charger, etc. https://t.co/veDls90PLM",1018098,1018093,1018098,AppleSupport,False,Sun Oct 22 22:58:26 +0000 2017,@360891 We'd like to learn more about what you're experiencing with the beta. Please send us a DM. https://t.co/GDrqU22YpT,1018099,1018095,"And... yes. Recently. This is a software, Apple problem... not a user, device problem. I’m using the correct charger, etc.",We'd like to learn more about what you're experiencing with the beta. Please send us a DM.,8
1141642,388728,True,Sun Oct 15 23:07:52 +0000 2017,@AppleSupport Thanks again but still no joy - just tried a music CD same issue - 1st time since Sierra installed - I think others have same problem :(,1141643,1141641,1141643,AppleSupport,False,Sun Oct 15 23:18:26 +0000 2017,"@388728 Thanks for trying. Let us look into other possible options for a resolution. Meet us in a DM, we'll continue there. https://t.co/GDrqU22YpT",,1141642,Thanks again but still no joy - just tried a music CD same issue - 1st time since Sierra installed - I think others have same problem :(,"Thanks for trying. Let us look into other possible options for a resolution. Meet us in a DM, we'll continue there.",6
336648,196310,True,Sat Oct 07 19:56:58 +0000 2017,@AppleSupport @798 @1113 @1112 Great! Nothing has worked yet. Will you DM with help?,336647,336649,336647,AppleSupport,False,Sat Oct 07 21:33:29 +0000 2017,@196310 Our Apple TV team will be happy to help. You may reach out to them here: https://t.co/IBIY3w3RGR,,336648,Great! Nothing has worked yet. Will you DM with help?,Our Apple TV team will be happy to help. You may reach out to them here:,5
1593307,489685,True,Sat Nov 04 21:47:29 +0000 2017,@AppleSupport Latest. 11.1 and I’m not the only with this problem. Spoken to 3 people just in the last hour who complained about the same,1593306,1593308,1593306,AppleSupport,False,Sun Nov 05 01:36:28 +0000 2017,@489685 Send us a Direct Message using the link below and we'll continue to assist. https://t.co/GDrqU22YpT,,1593307,Latest. 11.1 and I’m not the only with this problem. Spoken to 3 people just in the last hour who complained about the same,Send us a Direct Message using the link below and we'll continue to assist.,7
1469200,461019,True,Fri Nov 03 00:25:48 +0000 2017,"@AppleSupport No updates available, and yes iMessage slow to open, and texting is incredibly slow and laboured.",1469202,1469199,1469202,AppleSupport,False,Fri Nov 03 01:24:29 +0000 2017,@461019 Which version of iOS did you begin to notice this behavior? Please let us know in DM to proceed. https://t.co/GDrqU22YpT,,1469200,"No updates available, and yes iMessage slow to open, and texting is incredibly slow and laboured.",Which version of iOS did you begin to notice this behavior? Please let us know in DM to proceed.,10
2269903,660504,True,Sat Nov 11 10:11:03 +0000 2017,"@AppleSupport Hi - thanks for that - yes, it charges fine when the smart connector is not connected to keyboard - when keyboard connected it randomly stops charging, but iPad plays ‘charging’ noise when you remove power cable. Started at iOS 11. iPad Pro 9.7.","2269905,2269906",2269902,2269905,AppleSupport,False,Sat Nov 11 16:29:00 +0000 2017,"@660504 When it stops charging, do you have to disconnect the smart connector and connect it back for it to start charging again, or does it start again on its own?",,2269903,"Hi - thanks for that - yes, it charges fine when the smart connector is not connected to keyboard - when keyboard connected it randomly stops charging, but iPad plays ‘charging’ noise when you remove power cable. Started at iOS 11. iPad Pro 9.7.","When it stops charging, do you have to disconnect the smart connector and connect it back for it to start charging again, or does it start again on its own?",8
1386692,442666,True,Tue Nov 07 18:28:38 +0000 2017,"@AppleSupport I know. One other thing, Ive just bought a 29-watts USB‑C-Charger, But i see many complains in your own review that it last a couple of months. I hope that isnt the case, also, fast charging which my iPhone X supports. Will the phone say something about fast charging or regular?",1386693,1386691,1386693,AppleSupport,False,Tue Nov 07 20:23:33 +0000 2017,"@442666 We're glad to help. While there's not a notification, you can learn more about Fast Charging here: https://t.co/VNEhE1xUyb",1386694,1386692,"I know. One other thing, Ive just bought a 29-watts USB‑C-Charger, But i see many complains in your own review that it last a couple of months. I hope that isnt the case, also, fast charging which my iPhone X supports. Will the phone say something about fast charging or regular?","We're glad to help. While there's not a notification, you can learn more about Fast Charging here:",8
2752710,509552,True,Tue Nov 21 02:59:39 +0000 2017,"@AppleSupport No, it’s not fixed it has been happening all weekend.",2752711,2752709,2752711,AppleSupport,False,Tue Nov 21 03:15:00 +0000 2017,@509552 We'd like to look into this further. Please DM us to continue working on this. https://t.co/GDrqU22YpT,,2752710,"No, it’s not fixed it has been happening all weekend.",We'd like to look into this further. Please DM us to continue working on this.,11
2300102,667580,True,Sun Nov 12 16:43:30 +0000 2017,@AppleSupport The flash light appears as red ! Not the icon,2300104,2300101,2300104,AppleSupport,False,Sun Nov 12 19:10:57 +0000 2017,@667580 Let's look into this further. Please DM us to continue. https://t.co/GDrqU22YpT,,2300102,The flash light appears as red ! Not the icon,Let's look into this further. Please DM us to continue.,11
1373714,439733,True,Sat Oct 28 00:43:14 +0000 2017,@AppleSupport ah my fault Apple. I meant in Apple Music on my phone. I create the playlist in app with my own music &amp; it goes away randomly,1373716,1373713,1373716,AppleSupport,False,Sat Oct 28 02:06:27 +0000 2017,"@439733 To be clear, is this music downloaded from Apple Music, or purchased from iTunes? Send us a DM to let us know. https://t.co/GDrqU22YpT",1373717,1373714,ah my fault Apple. I meant in Apple Music on my phone. I create the playlist in app with my own music &amp; it goes away randomly,"To be clear, is this music downloaded from Apple Music, or purchased from iTunes? Send us a DM to let us know.",6
2506768,714744,True,Sun Nov 26 22:17:37 +0000 2017,@AppleSupport It happens with different apps and notifications. iOS version is up to date. https://t.co/7bOtIitcUG,2506769,2506767,2506769,AppleSupport,False,Sun Nov 26 22:43:00 +0000 2017,@714744 We'd like to take a closer look at this with you. Reach out via DM using the link below. https://t.co/GDrqU22YpT,,2506768,It happens with different apps and notifications. iOS version is up to date.,We'd like to take a closer look at this with you. Reach out via DM using the link below.,1
612883,645373,True,Fri Nov 10 01:31:54 +0000 2017,"@AppleSupport My iPhone won't let me update the new iOS I've been trying for almost a month and it won't let me, i have and iPhone 7!!","2207409,2207410",612853,2207409,AppleSupport,False,Fri Nov 10 02:42:30 +0000 2017,@645373 Thanks for reaching out to us. We certainly want to help out with this. Have you tried updating using iTunes?,,612883,"My iPhone won't let me update the new iOS I've been trying for almost a month and it won't let me, i have and iPhone 7!!",Thanks for reaching out to us. We certainly want to help out with this. Have you tried updating using iTunes?,2
1716652,519838,True,Tue Nov 07 00:06:48 +0000 2017,@AppleSupport Says the password is incorrect. But the same password works on my phone https://t.co/6ssYJONUwE,1716654,1716651,1716654,AppleSupport,False,Tue Nov 07 00:53:26 +0000 2017,"@519838 If you delete, then retype the email out, does it allow you to sign in after that? DM us and let us know if it doesn't work. https://t.co/GDrqU22YpT",,1716652,Says the password is incorrect. But the same password works on my phone,"If you delete, then retype the email out, does it allow you to sign in after that? DM us and let us know if it doesn't work.",2
148178,149705,True,Fri Nov 24 16:31:59 +0000 2017,@AppleSupport Have done that and still in the same situ 👎🏻,148179,148177,148179,AppleSupport,False,Fri Nov 24 17:02:27 +0000 2017,"@149705 OK, let's restart the iPhone and see if the issue continues. Let us know how it goes in DM: https://t.co/GDrqU22YpT",,148178,Have done that and still in the same situ 👎🏻,"OK, let's restart the iPhone and see if the issue continues. Let us know how it goes in DM:",5
763967,302579,True,Sat Oct 07 14:33:39 +0000 2017,@AppleSupport I bought it through t-mobile. The associate said I should have it in 2 weeks. This was 09/25/17. Order says won't ship until 10/30/17. 😡,763969,763966,763969,AppleSupport,False,Sat Oct 07 16:59:27 +0000 2017,@302579  Best bet would be to work with your Online sales team on this.,,763967,I bought it through t-mobile. The associate said I should have it in 2 weeks. This was 09/25/17. Order says won't ship until 10/30/17. 😡,Best bet would be to work with your Online sales team on this.,5
1540562,477446,True,Sat Nov 04 16:18:42 +0000 2017,"@AppleSupport Yes can play it on my MacBook, tried to sync song via iTunes from MacBook onto my phone but this did not work either.","1540563,1540564",1540561,1540564,AppleSupport,False,Sat Nov 04 20:22:29 +0000 2017,@477446 Are you a member of Apple Music? Send us a DM please. https://t.co/GDrqU22YpT,,1540562,"Yes can play it on my MacBook, tried to sync song via iTunes from MacBook onto my phone but this did not work either.",Are you a member of Apple Music? Send us a DM please.,6
2784590,777500,True,Tue Nov 21 18:07:06 +0000 2017,@AppleSupport iPhone 6s+ and I haven't updated to 11 but this has been happening for quite some time now. Last time I updated it wiped my phone so been delaying this one.,2784589,2784591,2784589,AppleSupport,False,Tue Nov 21 18:24:52 +0000 2017,@777500 We want to help! DM us and let us know more about the issues you are having. We can look more into this issue from there. https://t.co/GDrqU22YpT,,2784590,iPhone 6s+ and I haven't updated to 11 but this has been happening for quite some time now. Last time I updated it wiped my phone so been delaying this one.,We want to help! DM us and let us know more about the issues you are having. We can look more into this issue from there.,1
2356586,299962,True,Mon Nov 13 21:20:51 +0000 2017,@AppleSupport 11.1.1 - no just set up a brand new iPhone X and restored it from my old iPhone,2356588,2356585,2356588,AppleSupport,False,Mon Nov 13 21:55:31 +0000 2017,@299962 Thanks for this information. Are there any apps that haven't completed downloading or didn't download from your old iPhone?,,2356586,11.1.1 - no just set up a brand new iPhone X and restored it from my old iPhone,Thanks for this information. Are there any apps that haven't completed downloading or didn't download from your old iPhone?,7
363724,202196,True,Sun Oct 08 17:14:43 +0000 2017,@AppleSupport I even tested my mom’s iPhone it was doing the same thing  yesterday so I just came to the conclusion some Verizon towers were down yesterday,363723,363725,363723,AppleSupport,False,Sun Oct 08 19:12:30 +0000 2017,"@202196 Well, if everything is working well today, then you're good to go. If you have any other questions, just let us know.",,363724,I even tested my mom’s iPhone it was doing the same thing yesterday so I just came to the conclusion some Verizon towers were down yesterday,"Well, if everything is working well today, then you're good to go. If you have any other questions, just let us know.",4
902995,334359,True,Thu Oct 19 23:36:25 +0000 2017,@AppleSupport Thanks for the response. When I’m listening to Spotify it abruptly pauses and starts playing music from my phones saved Music library,902994,902996,902994,AppleSupport,False,Thu Oct 19 23:46:57 +0000 2017,"@334359 Okay, thanks. Can you tell us which steps you've tried so far? This way we won't have you do any steps over again.",902993,902995,Thanks for the response. When I’m listening to Spotify it abruptly pauses and starts playing music from my phones saved Music library,"Okay, thanks. Can you tell us which steps you've tried so far? This way we won't have you do any steps over again.",6
2276912,662186,True,Mon Nov 13 19:38:36 +0000 2017,"@AppleSupport None of this is working. I've updated my IOS. Restarted. Each time I try to re-download the album, the cloud Icon pops back.",2276914,2276911,2276914,AppleSupport,False,Mon Nov 13 20:30:29 +0000 2017,@662186 We'll dig a little deeper into this with you. Send us a DM letting us know which country you're in and we'll work from there: https://t.co/GDrqU22YpT,,2276912,"None of this is working. I've updated my IOS. Restarted. Each time I try to re-download the album, the cloud Icon pops back.",We'll dig a little deeper into this with you. Send us a DM letting us know which country you're in and we'll work from there:,6
1501988,468629,True,Sat Nov 04 19:04:30 +0000 2017,@AppleSupport My phone doesn't start/charge anymore. He's totally empty but when I plug the charger in nothing happens.,1501990,1501987,1501990,AppleSupport,False,Sat Nov 04 22:54:30 +0000 2017,@468629 Let's take things to DM from here for our next steps. https://t.co/GDrqU22YpT,,1501988,My phone doesn't start/charge anymore. He's totally empty but when I plug the charger in nothing happens.,Let's take things to DM from here for our next steps.,8
1445694,117674,True,Mon Oct 16 21:28:51 +0000 2017,"@AppleSupport Hi, you asked if you can help. So... How do I stop iOS updates from automatically downloading? Deleted two so far: 2.6GB of unwanted data.",1445696,1445692,1445696,AppleSupport,False,Mon Oct 16 21:37:00 +0000 2017,@117674 iOS updates auto download as they often include important security changes. Feedback can be left here: https://t.co/eTPVYVFyd8,,1445694,"Hi, you asked if you can help. So... How do I stop iOS updates from automatically downloading? Deleted two so far: 2.6GB of unwanted data.",iOS updates auto download as they often include important security changes. Feedback can be left here:,2
810332,314749,True,Thu Oct 12 21:01:15 +0000 2017,@AppleSupport When signing into iCloud I get error connecting to Apple server ID. Please can you help? Thank you,817656,810319,817656,AppleSupport,False,Thu Oct 12 21:12:01 +0000 2017,@314749 Let's restart your device. Does the issue remain?,817657,810332,When signing into iCloud I get error connecting to Apple server ID. Please can you help? Thank you,Let's restart your device. Does the issue remain?,2
2674178,538495,True,Tue Oct 31 18:18:46 +0000 2017,"@AppleSupport Restore from backup didn't make a difference. It's not just me, either. See :https://t.co/5KEy6LdSMs",2674179,2674177,2674179,AppleSupport,False,Tue Oct 31 18:26:06 +0000 2017,@538495 Let's take a closer look. Here's a link to DM us. https://t.co/GDrqU22YpT,,2674178,"Restore from backup didn't make a difference. It's not just me, either. See :",Let's take a closer look. Here's a link to DM us.,11
1248673,412968,True,Tue Oct 17 00:43:56 +0000 2017,@AppleSupport I have iOS 11 but sometimes it dies like what as soon as I unlock my phone before I can get to an app.,1248675,1248672,1248675,AppleSupport,False,Tue Oct 17 00:51:31 +0000 2017,"@412968 Thanks for that. What’s the exact iOS version in Settings &gt; General &gt; About? Let us know in DM, and we’ll continue there. https://t.co/GDrqU22YpT",,1248673,I have iOS 11 but sometimes it dies like what as soon as I unlock my phone before I can get to an app.,"Thanks for that. What’s the exact iOS version in Settings &gt; General &gt; About? Let us know in DM, and we’ll continue there.",1
